,labels,source,path
1595,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-02-19.wav
1596,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-02-19.wav
1597,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-01-19.wav
1598,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-01-19.wav
1599,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-01-19.wav
1600,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-02-19.wav
1601,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-01-01-19.wav
1602,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-01-19.wav
1603,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-01-01-01-19.wav
1604,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-02-19.wav
1605,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-02-19.wav
1606,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-01-01-01-01-19.wav
1607,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-01-19.wav
1608,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-01-02-19.wav
1609,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-01-19.wav
1610,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-01-02-02-19.wav
1611,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-01-19.wav
1612,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-02-19.wav
1613,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-01-19.wav
1614,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-02-01-19.wav
1615,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-02-19.wav
1616,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-02-19.wav
1617,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-01-02-01-19.wav
1618,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-02-19.wav
1619,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-02-01-01-19.wav
1680,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-02-02-21.wav
1681,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-01-21.wav
1682,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-02-01-21.wav
1683,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-02-21.wav
1684,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-01-02-21.wav
1685,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-01-21.wav
1686,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-01-21.wav
1687,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-01-02-21.wav
1688,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-02-21.wav
1689,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-02-21.wav
1690,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-02-21.wav
1691,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-01-21.wav
1692,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-02-01-21.wav
1693,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-01-21.wav
1694,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-01-21.wav
1695,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-02-21.wav
1696,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-02-21.wav
1697,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-02-21.wav
1698,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-02-21.wav
1699,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-01-01-21.wav
1700,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-02-21.wav
1701,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-02-21.wav
1702,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-01-21.wav
1703,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-01-21.wav
1704,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-01-02-21.wav
1705,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-01-21.wav
1706,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-01-21.wav
1707,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-02-21.wav
1708,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-02-21.wav
1709,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-01-01-21.wav
1710,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-01-21.wav
1711,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-01-01-21.wav
1712,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-02-21.wav
1713,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-02-21.wav
1714,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-01-21.wav
1715,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-01-21.wav
1716,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-01-21.wav
1717,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-01-21.wav
1718,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-02-21.wav
1719,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-01-21.wav
1720,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-02-01-21.wav
1721,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-01-21.wav
1722,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-01-21.wav
1723,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-01-21.wav
1724,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-01-21.wav
1725,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-01-21.wav
1726,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-02-21.wav
1727,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-02-02-21.wav
1728,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-02-21.wav
1729,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-02-21.wav
1730,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-02-21.wav
1731,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-02-21.wav
1732,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-01-21.wav
1733,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-01-21.wav
1734,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-02-21.wav
1735,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-02-21.wav
1736,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-02-21.wav
1737,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-01-21.wav
1738,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-02-02-21.wav
1739,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-02-21.wav
1800,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-01-23.wav
1801,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-02-02-02-23.wav
1802,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-01-23.wav
1803,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-02-02-01-23.wav
1804,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-02-23.wav
1805,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-01-02-02-23.wav
1806,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-02-23.wav
1807,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-02-01-01-23.wav
1808,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-02-23.wav
1809,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-01-23.wav
1810,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-01-02-02-23.wav
1811,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-01-02-01-23.wav
1812,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-02-23.wav
1813,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-01-23.wav
1814,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-01-02-02-23.wav
1815,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-02-01-01-23.wav
1816,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-02-01-01-23.wav
1817,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-02-01-01-23.wav
1818,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-01-01-01-23.wav
1819,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-02-01-02-23.wav
1820,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-02-01-02-23.wav
1821,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-02-01-02-23.wav
1822,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-02-23.wav
1823,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-01-23.wav
1824,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-02-23.wav
1825,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-01-23.wav
1826,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-01-01-01-23.wav
1827,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-02-23.wav
1828,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-02-01-02-23.wav
1829,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-02-02-01-23.wav
1830,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-01-01-02-23.wav
1831,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-01-23.wav
1832,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-02-23.wav
1833,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-02-02-02-23.wav
1834,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-02-23.wav
1835,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-01-23.wav
1836,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-01-01-01-23.wav
1837,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-01-02-02-23.wav
1838,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-01-23.wav
1839,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-01-01-02-23.wav
1840,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-01-02-01-23.wav
1841,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-02-01-02-23.wav
1842,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-02-23.wav
1843,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-02-02-02-23.wav
1844,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-01-02-01-23.wav
1845,male_fear,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-06-01-01-01-23.wav
1846,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-01-01-02-23.wav
1847,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-01-23.wav
1848,male_angry,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-01-02-01-23.wav
1849,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-02-23.wav
1850,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-02-23.wav
1851,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-02-02-01-23.wav
1852,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-02-02-01-23.wav
1853,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-01-01-02-23.wav
1854,male_neutral,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-02-02-02-02-23.wav
1855,male_sad,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-01-23.wav
1856,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-01-02-01-23.wav
1857,male_surprise,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-08-02-01-01-23.wav
1858,male_disgust,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-07-01-02-02-23.wav
1859,male_happy,RAVDESS,input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-01-23.wav
4720,male_angry,CREMA,input/cremad/AudioWAV/1001_DFA_ANG_XX.wav
4721,male_disgust,CREMA,input/cremad/AudioWAV/1001_DFA_DIS_XX.wav
4722,male_fear,CREMA,input/cremad/AudioWAV/1001_DFA_FEA_XX.wav
4723,male_happy,CREMA,input/cremad/AudioWAV/1001_DFA_HAP_XX.wav
4724,male_neutral,CREMA,input/cremad/AudioWAV/1001_DFA_NEU_XX.wav
4725,male_sad,CREMA,input/cremad/AudioWAV/1001_DFA_SAD_XX.wav
4726,male_angry,CREMA,input/cremad/AudioWAV/1001_IEO_ANG_HI.wav
4727,male_angry,CREMA,input/cremad/AudioWAV/1001_IEO_ANG_LO.wav
4728,male_angry,CREMA,input/cremad/AudioWAV/1001_IEO_ANG_MD.wav
4729,male_disgust,CREMA,input/cremad/AudioWAV/1001_IEO_DIS_HI.wav
4730,male_disgust,CREMA,input/cremad/AudioWAV/1001_IEO_DIS_LO.wav
4731,male_disgust,CREMA,input/cremad/AudioWAV/1001_IEO_DIS_MD.wav
4732,male_fear,CREMA,input/cremad/AudioWAV/1001_IEO_FEA_HI.wav
4733,male_fear,CREMA,input/cremad/AudioWAV/1001_IEO_FEA_LO.wav
4734,male_fear,CREMA,input/cremad/AudioWAV/1001_IEO_FEA_MD.wav
4735,male_happy,CREMA,input/cremad/AudioWAV/1001_IEO_HAP_HI.wav
4736,male_happy,CREMA,input/cremad/AudioWAV/1001_IEO_HAP_LO.wav
4737,male_happy,CREMA,input/cremad/AudioWAV/1001_IEO_HAP_MD.wav
4738,male_neutral,CREMA,input/cremad/AudioWAV/1001_IEO_NEU_XX.wav
4739,male_sad,CREMA,input/cremad/AudioWAV/1001_IEO_SAD_HI.wav
4740,male_sad,CREMA,input/cremad/AudioWAV/1001_IEO_SAD_LO.wav
4741,male_sad,CREMA,input/cremad/AudioWAV/1001_IEO_SAD_MD.wav
4742,male_angry,CREMA,input/cremad/AudioWAV/1001_IOM_ANG_XX.wav
4743,male_disgust,CREMA,input/cremad/AudioWAV/1001_IOM_DIS_XX.wav
4744,male_fear,CREMA,input/cremad/AudioWAV/1001_IOM_FEA_XX.wav
4745,male_happy,CREMA,input/cremad/AudioWAV/1001_IOM_HAP_XX.wav
4746,male_neutral,CREMA,input/cremad/AudioWAV/1001_IOM_NEU_XX.wav
4747,male_sad,CREMA,input/cremad/AudioWAV/1001_IOM_SAD_XX.wav
4748,male_angry,CREMA,input/cremad/AudioWAV/1001_ITH_ANG_XX.wav
4749,male_disgust,CREMA,input/cremad/AudioWAV/1001_ITH_DIS_XX.wav
4750,male_fear,CREMA,input/cremad/AudioWAV/1001_ITH_FEA_XX.wav
4751,male_happy,CREMA,input/cremad/AudioWAV/1001_ITH_HAP_XX.wav
4752,male_neutral,CREMA,input/cremad/AudioWAV/1001_ITH_NEU_XX.wav
4753,male_sad,CREMA,input/cremad/AudioWAV/1001_ITH_SAD_XX.wav
4754,male_angry,CREMA,input/cremad/AudioWAV/1001_ITS_ANG_XX.wav
4755,male_disgust,CREMA,input/cremad/AudioWAV/1001_ITS_DIS_XX.wav
4756,male_fear,CREMA,input/cremad/AudioWAV/1001_ITS_FEA_XX.wav
4757,male_happy,CREMA,input/cremad/AudioWAV/1001_ITS_HAP_XX.wav
4758,male_neutral,CREMA,input/cremad/AudioWAV/1001_ITS_NEU_XX.wav
4759,male_sad,CREMA,input/cremad/AudioWAV/1001_ITS_SAD_XX.wav
4760,male_angry,CREMA,input/cremad/AudioWAV/1001_IWL_ANG_XX.wav
4761,male_disgust,CREMA,input/cremad/AudioWAV/1001_IWL_DIS_XX.wav
4762,male_fear,CREMA,input/cremad/AudioWAV/1001_IWL_FEA_XX.wav
4763,male_happy,CREMA,input/cremad/AudioWAV/1001_IWL_HAP_XX.wav
4764,male_neutral,CREMA,input/cremad/AudioWAV/1001_IWL_NEU_XX.wav
4765,male_sad,CREMA,input/cremad/AudioWAV/1001_IWL_SAD_XX.wav
4766,male_angry,CREMA,input/cremad/AudioWAV/1001_IWW_ANG_XX.wav
4767,male_disgust,CREMA,input/cremad/AudioWAV/1001_IWW_DIS_XX.wav
4768,male_fear,CREMA,input/cremad/AudioWAV/1001_IWW_FEA_XX.wav
4769,male_happy,CREMA,input/cremad/AudioWAV/1001_IWW_HAP_XX.wav
4770,male_neutral,CREMA,input/cremad/AudioWAV/1001_IWW_NEU_XX.wav
4771,male_sad,CREMA,input/cremad/AudioWAV/1001_IWW_SAD_XX.wav
4772,male_angry,CREMA,input/cremad/AudioWAV/1001_MTI_ANG_XX.wav
4773,male_disgust,CREMA,input/cremad/AudioWAV/1001_MTI_DIS_XX.wav
4774,male_fear,CREMA,input/cremad/AudioWAV/1001_MTI_FEA_XX.wav
4775,male_happy,CREMA,input/cremad/AudioWAV/1001_MTI_HAP_XX.wav
4776,male_neutral,CREMA,input/cremad/AudioWAV/1001_MTI_NEU_XX.wav
4777,male_sad,CREMA,input/cremad/AudioWAV/1001_MTI_SAD_XX.wav
4778,male_angry,CREMA,input/cremad/AudioWAV/1001_TAI_ANG_XX.wav
4779,male_disgust,CREMA,input/cremad/AudioWAV/1001_TAI_DIS_XX.wav
4780,male_fear,CREMA,input/cremad/AudioWAV/1001_TAI_FEA_XX.wav
4781,male_happy,CREMA,input/cremad/AudioWAV/1001_TAI_HAP_XX.wav
4782,male_neutral,CREMA,input/cremad/AudioWAV/1001_TAI_NEU_XX.wav
4783,male_sad,CREMA,input/cremad/AudioWAV/1001_TAI_SAD_XX.wav
4784,male_angry,CREMA,input/cremad/AudioWAV/1001_TIE_ANG_XX.wav
4785,male_disgust,CREMA,input/cremad/AudioWAV/1001_TIE_DIS_XX.wav
4786,male_fear,CREMA,input/cremad/AudioWAV/1001_TIE_FEA_XX.wav
4787,male_happy,CREMA,input/cremad/AudioWAV/1001_TIE_HAP_XX.wav
4788,male_neutral,CREMA,input/cremad/AudioWAV/1001_TIE_NEU_XX.wav
4789,male_sad,CREMA,input/cremad/AudioWAV/1001_TIE_SAD_XX.wav
4790,male_angry,CREMA,input/cremad/AudioWAV/1001_TSI_ANG_XX.wav
4791,male_disgust,CREMA,input/cremad/AudioWAV/1001_TSI_DIS_XX.wav
4792,male_fear,CREMA,input/cremad/AudioWAV/1001_TSI_FEA_XX.wav
4793,male_happy,CREMA,input/cremad/AudioWAV/1001_TSI_HAP_XX.wav
4794,male_neutral,CREMA,input/cremad/AudioWAV/1001_TSI_NEU_XX.wav
4795,male_sad,CREMA,input/cremad/AudioWAV/1001_TSI_SAD_XX.wav
4796,male_angry,CREMA,input/cremad/AudioWAV/1001_WSI_ANG_XX.wav
4797,male_disgust,CREMA,input/cremad/AudioWAV/1001_WSI_DIS_XX.wav
4798,male_fear,CREMA,input/cremad/AudioWAV/1001_WSI_FEA_XX.wav
4799,male_happy,CREMA,input/cremad/AudioWAV/1001_WSI_HAP_XX.wav
4800,male_neutral,CREMA,input/cremad/AudioWAV/1001_WSI_NEU_XX.wav
4801,male_sad,CREMA,input/cremad/AudioWAV/1001_WSI_SAD_XX.wav
5047,male_angry,CREMA,input/cremad/AudioWAV/1005_DFA_ANG_XX.wav
5048,male_disgust,CREMA,input/cremad/AudioWAV/1005_DFA_DIS_XX.wav
5049,male_fear,CREMA,input/cremad/AudioWAV/1005_DFA_FEA_XX.wav
5050,male_happy,CREMA,input/cremad/AudioWAV/1005_DFA_HAP_XX.wav
5051,male_neutral,CREMA,input/cremad/AudioWAV/1005_DFA_NEU_XX.wav
5052,male_sad,CREMA,input/cremad/AudioWAV/1005_DFA_SAD_XX.wav
5053,male_angry,CREMA,input/cremad/AudioWAV/1005_IEO_ANG_HI.wav
5054,male_angry,CREMA,input/cremad/AudioWAV/1005_IEO_ANG_LO.wav
5055,male_angry,CREMA,input/cremad/AudioWAV/1005_IEO_ANG_MD.wav
5056,male_disgust,CREMA,input/cremad/AudioWAV/1005_IEO_DIS_HI.wav
5057,male_disgust,CREMA,input/cremad/AudioWAV/1005_IEO_DIS_LO.wav
